Task ID: 1	Task: getting organized at work
Task ID: 24	Task: septic system options
	Subtask ID: 1	Description: What are the different septic system types (e.g. gravity, pressure distribution, aerobic treatment, sand filter, etc)?
	Subtask ID: 2	Description: What materials are needed (e.g. septic tank, pump, pipes, filters)?
	Subtask ID: 3	Description: What is the cost of the materials?
	Subtask ID: 4	Description: What equipment and tools are needed for installation?
Task ID: 25	Task: barbados holidays
	Subtask ID: 1	Description: Find information about Barbados airport
		2	airport Barbados Holidays
		2	atlantic barbados gatwick london virgin
		2	barbados holidays easyjet
		2	stay in barbados
		1	Barbados Holiday Destination
		1	Barbados Holidays for Honeymooners
		1	Barbados holiday accommodation
		1	Barbados holidays Butterfly
		1	Book Barbados holidays
		1	House Barbados holiday
		1	Lagoona Barbados holiday
		1	Lettings Barbados holiday
		1	Nido Barbados holiday
		1	Package Holidays in Barbados
		1	Recommended Barbados holidays
		1	Year Barbados Holidays
		1	and bargain holidays
		1	ask people
		1	austria bahamas bahrain barbados belgium
		1	azores bahamas barbados belgium
		1	baggage
		1	bahamas bahrain bangladesh barbados belgium
		1	bahrain barbados
		1	banus barbados holidays
		1	barbados
		1	barbados 2012 public holidays
		1	barbados belgium belize benin bermuda
		1	barbados centres holidays multi
		1	barbados deals
		1	barbados free holidays wikipedia
		1	barbados holiday
		1	barbados holidays
		1	barbados holidays and bargain
		1	barbados holidays astraeus
		1	barbados holidays bahamas
		1	barbados holidays bargain
		1	barbados holidays bournemouth
		1	barbados holidays cheap
		1	barbados holidays deals
		1	barbados holidays exeter
		1	barbados holidays fuerteventura
		1	barbados holidays hotel
		1	barbados holidays in barbados
		1	barbados holidays jmc
		1	barbados holidays leeds
		1	barbados holidays liverpool
		1	barbados holidays manchester
		1	barbados holidays paphos
		1	barbados holidays southampton
		1	barbados holidays stansted
		1	barbados holidays sunways
		1	barbados holidays to cuba
		1	barbados holidays velvet
		1	book barbados holidays
		1	cheap flights
		1	cheap holidays in barbados
		1	easyjet holiday holidays
		1	full Barbados Holiday
		1	holidays to barbados
		1	htm Barbados holiday
		1	information Barbados Holidays
		1	jmc flights
		1	late barbados holidays
		1	miss your flight
		1	night Barbados Holidays
		1	on a Barbados holiday
		1	package barbados holidays
		1	portland holidays barbados
		1	resources Barbados holiday
		1	southampton holiday
		1	thomson holidays barbados
		1	travel agent
		1	virgin holidays barbados fam trip
	Subtask ID: 2	Description: Reviews about Barbados holidays
		2	Barbados Holiday Destination
		2	Barbados Holidays for Honeymooners
		2	Barbados holiday accommodation
		2	Barbados holidays Butterfly
		2	Book Barbados holidays
		2	House Barbados holiday
		2	Lagoona Barbados holiday
		2	Lettings Barbados holiday
		2	Nido Barbados holiday
		2	Package Holidays in Barbados
		2	Recommended Barbados holidays
		2	Year Barbados Holidays
		2	airport Barbados Holidays
		2	and bargain holidays
		2	banus barbados holidays
		2	barbados 2012 public holidays
		2	barbados centres holidays multi
		2	barbados deals
		2	barbados free holidays wikipedia
		2	barbados holiday
		2	barbados holidays
		2	barbados holidays and bargain
		2	barbados holidays astraeus
		2	barbados holidays bahamas
		2	barbados holidays bargain
		2	barbados holidays bournemouth
		2	barbados holidays cheap
		2	barbados holidays deals
		2	barbados holidays easyjet
		2	barbados holidays exeter
		2	barbados holidays fuerteventura
		2	barbados holidays hotel
		2	barbados holidays in barbados
		2	barbados holidays jmc
		2	barbados holidays leeds
		2	barbados holidays liverpool
		2	barbados holidays manchester
		2	barbados holidays paphos
		2	barbados holidays southampton
		2	barbados holidays stansted
		2	barbados holidays sunways
		2	barbados holidays to cuba
		2	barbados holidays velvet
		2	book barbados holidays
		2	cheap barbados holidays
		2	cheap holidays
		2	cheap holidays in barbados
		2	full Barbados Holiday
		2	holidays and Barbados apartment
		2	holidays to barbados
		2	htm Barbados holiday
		2	information Barbados Holidays
		2	kitesurfing holidays barbados
		2	late barbados holidays
		2	luxury villa holidays barbados
		2	night Barbados Holidays
		2	on a Barbados holiday
		2	package barbados holidays
		2	portland holidays barbados
		2	resources Barbados holiday
		2	stay in barbados
		2	thomson holidays barbados
		2	virgin holidays barbados fam trip
		1	ask people
		1	astraeus holiday
		1	atlantic barbados gatwick london virgin
		1	barbados
		1	barbados accommodation
		1	bargain holidays
		1	caribbean florida holiday holidays
		1	cheap flights
		1	easyjet holiday holidays
		1	fuerteventura holiday holidays
		1	holiday bargain
		1	holiday bournemouth
		1	holiday holidays exeter
		1	holiday leeds
		1	holiday leeds holidays
		1	holiday manchester holidays
		1	holiday rentals
		1	holiday stansted
		1	hotel holiday
		1	jmc holiday
		1	paphos holiday holidays
		1	southampton holiday
		1	sunways holidays
		1	travel agent
	Subtask ID: 3	Description: Compare holiday packages in Barbados
		2	Barbados Holiday Destination
		2	Barbados Holidays for Honeymooners
		2	Barbados holiday accommodation
		2	Barbados holidays Butterfly
		2	Book Barbados holidays
		2	House Barbados holiday
		2	Lagoona Barbados holiday
		2	Lettings Barbados holiday
		2	Nido Barbados holiday
		2	Package Holidays in Barbados
		2	Recommended Barbados holidays
		2	Year Barbados Holidays
		2	airport Barbados Holidays
		2	and bargain holidays
		2	banus barbados holidays
		2	barbados 2012 public holidays
		2	barbados centres holidays multi
		2	barbados deals
		2	barbados free holidays wikipedia
		2	barbados holiday
		2	barbados holidays
		2	barbados holidays and bargain
		2	barbados holidays astraeus
		2	barbados holidays bahamas
		2	barbados holidays bargain
		2	barbados holidays bournemouth
		2	barbados holidays cheap
		2	barbados holidays deals
		2	barbados holidays easyjet
		2	barbados holidays exeter
		2	barbados holidays fuerteventura
		2	barbados holidays hotel
		2	barbados holidays in barbados
		2	barbados holidays jmc
		2	barbados holidays leeds
		2	barbados holidays liverpool
		2	barbados holidays manchester
		2	barbados holidays paphos
		2	barbados holidays southampton
		2	barbados holidays stansted
		2	barbados holidays sunways
		2	barbados holidays to cuba
		2	barbados holidays velvet
		2	book barbados holidays
		2	cheap barbados holidays
		2	cheap holidays
		2	cheap holidays in barbados
		2	full Barbados Holiday
		2	holidays and Barbados apartment
		2	holidays to barbados
		2	htm Barbados holiday
		2	information Barbados Holidays
		2	kitesurfing holidays barbados
		2	late barbados holidays
		2	luxury villa holidays barbados
		2	night Barbados Holidays
		2	on a Barbados holiday
		2	package barbados holidays
		2	portland holidays barbados
		2	resources Barbados holiday
		2	stay in barbados
		2	thomson holidays barbados
		2	virgin holidays barbados fam trip
		1	ask people
		1	astraeus holiday
		1	atlantic barbados gatwick london virgin
		1	bahamas holidays
		1	barbados
		1	barbados accommodation
		1	bargain holidays
		1	caribbean florida holiday holidays
		1	cheap flights
		1	easyjet holiday holidays
		1	fuerteventura holiday holidays
		1	holiday bargain
		1	holiday bournemouth
		1	holiday holidays exeter
		1	holiday leeds
		1	holiday leeds holidays
		1	holiday manchester holidays
		1	holiday rentals
		1	holiday stansted
		1	hotel holiday
		1	jmc holiday
		1	liverpool holiday
		1	paphos holiday holidays
		1	southampton holiday
		1	sunways holidays
		1	travel agent
	Subtask ID: 4	Description: Learn about submarine tours in Barbados
		2	tour in a submarine
		1	Barbados Holiday Destination
		1	Barbados Holidays for Honeymooners
		1	Barbados holidays Butterfly
		1	Book Barbados holidays
		1	House Barbados holiday
		1	Lagoona Barbados holiday
		1	Lettings Barbados holiday
		1	Nido Barbados holiday
		1	Package Holidays in Barbados
		1	Recommended Barbados holidays
		1	Year Barbados Holidays
		1	ask people
		1	barbados
		1	barbados deals
		1	book barbados holidays
		1	cheap holidays in barbados
		1	stay in barbados
		1	travel agent
		1	virgin holidays barbados fam trip
	Subtask ID: 5	Description: Find flight information for Barbados trip
		2	Book Barbados holidays
		2	airport Barbados Holidays
		2	atlantic barbados gatwick london virgin
		2	cheap flights
		2	stay in barbados
		1	1st august date monday varies
		1	Barbados Holiday Destination
		1	Barbados Holidays for Honeymooners
		1	Barbados holiday accommodation
		1	Barbados holidays Butterfly
		1	House Barbados holiday
		1	Lagoona Barbados holiday
		1	Lettings Barbados holiday
		1	Nido Barbados holiday
		1	Package Holidays in Barbados
		1	Recommended Barbados holidays
		1	Year Barbados Holidays
		1	and bargain holidays
		1	ask people
		1	austria bahamas bahrain barbados belgium
		1	azores bahamas barbados belgium
		1	baggage
		1	bahamas bahrain bangladesh barbados belgium
		1	bahrain barbados
		1	banus barbados holidays
		1	barbados
		1	barbados 2012 public holidays
		1	barbados belgium belize benin bermuda
		1	barbados centres holidays multi
		1	barbados deals
		1	barbados free holidays wikipedia
		1	barbados holiday
		1	barbados holidays
		1	barbados holidays and bargain
		1	barbados holidays astraeus
		1	barbados holidays bahamas
		1	barbados holidays bargain
		1	barbados holidays bournemouth
		1	barbados holidays cheap
		1	barbados holidays deals
		1	barbados holidays easyjet
		1	barbados holidays exeter
		1	barbados holidays fuerteventura
		1	barbados holidays hotel
		1	barbados holidays in barbados
		1	barbados holidays jmc
		1	barbados holidays leeds
		1	barbados holidays liverpool
		1	barbados holidays manchester
		1	barbados holidays paphos
		1	barbados holidays southampton
		1	barbados holidays stansted
		1	barbados holidays sunways
		1	barbados holidays to cuba
		1	barbados holidays velvet
		1	book barbados holidays
		1	cheap holidays in barbados
		1	easyjet holiday holidays
		1	full Barbados Holiday
		1	holidays to barbados
		1	htm Barbados holiday
		1	information Barbados Holidays
		1	jmc flights
		1	late barbados holidays
		1	miss your flight
		1	night Barbados Holidays
		1	on a Barbados holiday
		1	package barbados holidays
		1	portland holidays barbados
		1	resources Barbados holiday
		1	southampton holiday
		1	thomson holidays barbados
		1	travel agent
		1	virgin holidays barbados fam trip
	Subtask ID: 6	Description: Find and compare accommodation options for Barbados trip
		2	Barbados Holidays for Honeymooners
		2	Barbados holiday accommodation
		2	Book Barbados holidays
		2	House Barbados holiday
		2	Lagoona Barbados holiday
		2	Lettings Barbados holiday
		2	Nido Barbados holiday
		2	Package Holidays in Barbados
		2	Recommended Barbados holidays
		2	Year Barbados Holidays
		2	barbados accommodation
		2	barbados holidays hotel
		2	book barbados holidays
		2	cheap holidays in barbados
		2	holidays to barbados
		2	luxury villa holidays barbados
		2	stay in barbados
		2	virgin holidays barbados fam trip
		1	1st august date monday varies
		1	Barbados Holiday Destination
		1	Barbados holidays Butterfly
		1	airport Barbados Holidays
		1	and bargain holidays
