Task ID: 1	Task: acid stain concrete
		1	Hair Color Walgreens
		1	Hair Dye 10
		1	Hair Dye 13
		1	Hair Dye Atomic
		1	Hair Dye Blue
		1	Hair Dye Burgundy
		1	Hair Dye Colours
		1	Hair Dye Electric
		1	Hair Dye Green
		1	Hair Dye Hot
		1	Hair Dye Name
		1	Hair Dye Napalm
		1	Hair Dye Online
		1	Hair Dye Photo
		1	Hair Dye Places
		1	Hair Dye Rock
		1	Hair Dye Shocking
		1	Hair Dye Virgin
		1	Hair Dye Wild
		1	Hair Dye for Gray Hair
		1	Hair Dyes Please login
		1	Hair Dyes for Dark Hair
		1	Hair coloring
		1	Hair dye stripping
		1	Hair dyes are substances
		1	Nice N Easy Hair Color
		1	Panic Hair Dye
		1	Permanent Hair Color
		1	Pink Hair Dye
		1	Purple Hair Dye
		1	Turquoise Hair Dye
		1	Vegetable Hair Dye
		1	]acetamide hair dyes
		1	]benzene hair dyes
		1	]bisethanol hair dyes
		1	]phenol hair dyes
		1	]urea hair dyes
		1	acacia catechu
		1	acetamide hair dyes
		1	acid orange
		1	acid red
		1	aminophenyl
		1	as a hair dye
		1	benzene hair dyes
		1	bisethanol hair dyes
		1	black hair dye
		1	colour hair
		1	contact dermatitis to hair dye
		1	cream dyes
		1	dark brown black $8
		1	details 5r/111 medium auburn 3
		1	details brown / black brown
		1	dye your hair a rich
		1	dye your hair an interesting
		1	ethanol
		1	green hair
		1	hair color
		1	hair color ideas
		1	hair color products
		1	hair drug test how long
		1	hair dye
		1	hair dye allergic reaction
		1	hair dye allergy
		1	hair dye and pregnancy
		1	hair dye brands
		1	hair dye brush
		1	hair dye clipper makeover
		1	hair dye color
		1	hair dye color chart
		1	hair dye colors
		1	hair dye colour
		1	hair dye faberlic online
		1	hair dye for dark hair
		1	hair dye for men
		1	hair dye from skin
		1	hair dye help
		1	hair dye homemade
		1	hair dye ideas
		1	hair dye lighter
		1	hair dye machin
		1	hair dye products
		1	hair dye remover
		1	hair dye sccs test
		1	hair dye schwarzkopf
		1	hair dye shampoo
		1	hair dye tips
		1	hair dye vegetable based
		1	hair dye wiki
		1	hair dye: to dye for it or not
		1	hair dyes DIRECT
		1	hair dyes LEAD
		1	hair dyes PIGMENT
		1	hair dyes to dye or not to dye
		1	hair to dye for
		1	how hair dye causes eczema
		1	hydroxyethylamino
		1	lie locks
		1	loreal hair dye
		1	make blonde hair dye
		1	manic panic
		1	manic panic gel hair
		1	manic panic hair
		1	manic panic hair dye
		1	manic panic hair dyes
		1	manufacturers instructions
		1	medium blonde show
		1	natural hair dye
		1	ph acid
		1	phenol hair dyes
		1	phenyl methyl pyrazolone
		1	pigment blue
		1	pink hair
		1	pink hair dye
		1	plastic cap
		1	plum passion
		1	polymerization products
		1	red hair
		1	red hair dye
		1	removing black hair dye
		1	rose pink
		1	scalp rash contact dermatitis to hair dye
		1	shampoo hair
		1	special effects hair dye
		1	splat hair dye
		1	sulphonate
		1	temporary hair dye
		1	to dye or not to dye your hair
		1	to dye or not to dye�hair dye basics
		1	ultra vibrant hair color 3
		1	ultramarine
		1	urea hair dyes
		1	use petroleum jelly
		1	virgin snow
		1	why don't i get a rash on my scalp if i'm allergic to hair dye
	Subtask ID: 2	Description: What brand to choose
		1	-Permanent Hair Dyes
		1	0 dark brown show
		1	0 light pearl blonde 4
		1	15 dark soft mahogany 6-1/2
		1	3 dark golden brown 5
		1	3 light golden brown 4
		1	3 lightest golden brown 4
		1	3 medium golden brown 6
		1	31 medium golden blonde 4
		1	35 dark golden mahogany 8
		1	60 dark intense auburn 7
		1	60 light intense auburn 5
		1	Best Hair Dye to Buy
		1	CREAM Hair Dye
		1	Effects Hair Dye
		1	Hair Color Walgreens
		1	Hair Dye 10
		1	Hair Dye 13
		1	Hair Dye Atomic
		1	Hair Dye Blue
		1	Hair Dye Burgundy
		1	Hair Dye Colours
		1	Hair Dye Electric
		1	Hair Dye Fry Up
		1	Hair Dye Green
		1	Hair Dye Hot
		1	Hair Dye Name
		1	Hair Dye Napalm
		1	Hair Dye Online
		1	Hair Dye Photo
		1	Hair Dye Pillarbox
		1	Hair Dye Places
		1	Hair Dye Rock
		1	Hair Dye Shocking
		1	Hair Dye Vampire
		1	Hair Dye Virgin
		1	Hair Dye Wild
		1	Hair Dye for Gray Hair
		1	Hair Dyes Please login
		1	Hair Dyes for Dark Hair
		1	Hair coloring
		1	Hair dye stripping
		1	Hair dyes are substances
		1	Nice N Easy Hair Color
		1	Panic Hair Dye
		1	Permanent Hair Color
		1	Pink Hair Dye
		1	Purple Hair Dye
		1	Turquoise Hair Dye
		1	Vegetable Hair Dye
		1	]acetamide hair dyes
		1	]benzene hair dyes
		1	]bisethanol hair dyes
		1	]phenol hair dyes
		1	]urea hair dyes
		1	acacia catechu
		1	acetamide hair dyes
		1	acid orange
		1	acid red
		1	aminophenyl
		1	as a hair dye
		1	benzene hair dyes
		1	bisethanol hair dyes
		1	black hair dye
		1	colour hair
		1	contact dermatitis to hair dye
		1	cream dyes
		1	dark brown black $8
		1	details 5r/111 medium auburn 3
		1	details brown / black brown
		1	dye your hair a rich
		1	dye your hair an interesting
		1	ethanol
		1	green hair
		1	hair color
		1	hair color ideas
		1	hair color products
		1	hair drug test how long
		1	hair dye
		1	hair dye allergic reaction
		1	hair dye allergy
		1	hair dye and pregnancy
		1	hair dye brands
		1	hair dye brush
		1	hair dye clipper makeover
		1	hair dye color
		1	hair dye color chart
		1	hair dye colors
		1	hair dye colour
		1	hair dye faberlic online
		1	hair dye for dark hair
		1	hair dye for men
		1	hair dye from skin
		1	hair dye help
		1	hair dye homemade
		1	hair dye ideas
		1	hair dye lighter
		1	hair dye machin
		1	hair dye products
		1	hair dye remover
		1	hair dye sccs test
		1	hair dye schwarzkopf
		1	hair dye shampoo
		1	hair dye tips
		1	hair dye vegetable based
		1	hair dye wiki
		1	hair dye: to dye for it or not
		1	hair dyes DIRECT
		1	hair dyes LEAD
		1	hair dyes PIGMENT
		1	hair dyes to dye or not to dye
		1	hair to dye for
		1	how hair dye causes eczema
		1	hydroxyethylamino
		1	lie locks
		1	loreal hair dye
		1	make blonde hair dye
		1	manic panic
		1	manic panic gel hair
		1	manic panic hair
		1	manic panic hair dye
		1	manic panic hair dyes
		1	manufacturers instructions
		1	medium blonde show
		1	natural hair dye
		1	ph acid
		1	phenol hair dyes
		1	phenyl methyl pyrazolone
		1	pigment blue
		1	pink hair
		1	pink hair dye
		1	plastic cap
		1	plum passion
		1	polymerization products
		1	red hair
		1	red hair dye
		1	removing black hair dye
		1	rose pink
		1	scalp rash contact dermatitis to hair dye
		1	shampoo hair
		1	special effects hair dye
		1	splat hair dye
		1	sulphonate
		1	temporary hair dye
		1	to dye or not to dye your hair
		1	to dye or not to dye�hair dye basics
		1	ultra vibrant hair color 3
		1	ultramarine
		1	urea hair dyes
		1	use petroleum jelly
		1	virgin snow
		1	why don't i get a rash on my scalp if i'm allergic to hair dye
	Subtask ID: 3	Description: Why choose ammonia-free hair dye?
		1	-Permanent Hair Dyes
		1	0 dark brown show
		1	0 light pearl blonde 4
		1	15 dark soft mahogany 6-1/2
		1	3 dark golden brown 5
		1	3 light golden brown 4
		1	3 lightest golden brown 4
		1	3 medium golden brown 6
		1	31 medium golden blonde 4
		1	35 dark golden mahogany 8
		1	60 dark intense auburn 7
		1	60 light intense auburn 5
		1	Best Hair Dye to Buy
		1	CREAM Hair Dye
		1	Effects Hair Dye
		1	Hair Color Walgreens
		1	Hair Dye 10
		1	Hair Dye 13
		1	Hair Dye Atomic
		1	Hair Dye Blue
		1	Hair Dye Burgundy
		1	Hair Dye Colours
		1	Hair Dye Electric
		1	Hair Dye Fish
		1	Hair Dye Fry Up
		1	Hair Dye Green
		1	Hair Dye Hot
		1	Hair Dye Name
		1	Hair Dye Napalm
		1	Hair Dye Online
		1	Hair Dye Photo
		1	Hair Dye Pillarbox
		1	Hair Dye Places
		1	Hair Dye Rock
		1	Hair Dye Shocking
		1	Hair Dye Vampire
		1	Hair Dye Virgin
		1	Hair Dye Wild
		1	Hair Dye for Gray Hair
		1	Hair Dyes Please login
		1	Hair Dyes for Dark Hair
		1	Hair coloring
		1	Hair dye stripping
		1	Hair dyes are substances
		1	Nice N Easy Hair Color
		1	Panic Hair Dye
		1	Permanent Hair Color
		1	Pink Hair Dye
		1	Purple Hair Dye
		1	Turquoise Hair Dye
		1	Vegetable Hair Dye
		1	]acetamide hair dyes
		1	]benzene hair dyes
		1	]bisethanol hair dyes
		1	]phenol hair dyes
		1	]urea hair dyes
		1	acacia catechu
		1	acetamide hair dyes
		1	acid orange
		1	acid red
		1	aminophenyl
		1	as a hair dye
		1	benzene hair dyes
		1	bisethanol hair dyes
		1	black hair dye
		1	colour hair
		1	contact dermatitis to hair dye
		1	cream dyes
		1	dark brown black $8
		1	details 5r/111 medium auburn 3
		1	details brown / black brown
		1	dye your hair a rich
		1	dye your hair an interesting
		1	ethanol
		1	green hair
		1	hair color
		1	hair color ideas
		1	hair color products
		1	hair drug test how long
		1	hair dye
		1	hair dye allergic reaction
		1	hair dye allergy
		1	hair dye and pregnancy
		1	hair dye brands
		1	hair dye brush
		1	hair dye clipper makeover
		1	hair dye color
		1	hair dye color chart
		1	hair dye colors
		1	hair dye colour
		1	hair dye faberlic online
		1	hair dye for dark hair
		1	hair dye for men
		1	hair dye from skin
		1	hair dye help
		1	hair dye homemade
		1	hair dye ideas
		1	hair dye lighter
		1	hair dye machin
		1	hair dye products
		1	hair dye remover
		1	hair dye sccs test
		1	hair dye schwarzkopf
		1	hair dye shampoo
		1	hair dye tips
		1	hair dye vegetable based
		1	hair dye wiki
		1	hair dye: to dye for it or not
		1	hair dyes DIRECT
		1	hair dyes LEAD
		1	hair dyes PIGMENT
		1	hair dyes to dye or not to dye
		1	hair to dye for
		1	how hair dye causes eczema
		1	hydroxyethylamino
		1	lie locks
		1	loreal hair dye
		1	make blonde hair dye
		1	manic panic
		1	manic panic gel hair
		1	manic panic hair
		1	manic panic hair dye
		1	manic panic hair dyes
		1	manufacturers instructions
		1	medium blonde show
		1	natural hair dye
		1	ph acid
		1	phenol hair dyes
		1	phenyl methyl pyrazolone
		1	pigment blue
		1	pink hair
		1	pink hair dye
		1	plastic cap
		1	plum passion
		1	polymerization products
		1	red hair
		1	red hair dye
		1	removing black hair dye
		1	rose pink
		1	scalp rash contact dermatitis to hair dye
		1	shampoo hair
		1	special effects hair dye
		1	splat hair dye
		1	sulphonate
		1	temporary hair dye
		1	to dye or not to dye your hair
		1	to dye or not to dye�hair dye basics
		1	ultra vibrant hair color 3
		1	ultramarine
		1	urea hair dyes
		1	use petroleum jelly
		1	virgin snow
		1	why don't i get a rash on my scalp if i'm allergic to hair dye
	Subtask ID: 4	Description: Why choose henna hair dye?
		1	-Permanent Hair Dyes
		1	0 dark brown show
		1	0 light pearl blonde 4
		1	15 dark soft mahogany 6-1/2
		1	3 dark golden brown 5
		1	3 light golden brown 4
		1	3 lightest golden brown 4
		1	3 medium golden brown 6
		1	31 medium golden blonde 4
		1	35 dark golden mahogany 8
		1	60 dark intense auburn 7
		1	60 light intense auburn 5
		1	Best Hair Dye to Buy
		1	CREAM Hair Dye
		1	Effects Hair Dye
		1	Hair Color Walgreens
		1	Hair Dye 10
		1	Hair Dye 13
		1	Hair Dye Atomic
		1	Hair Dye Blue
		1	Hair Dye Burgundy
		1	Hair Dye Colours
		1	Hair Dye Electric
		1	Hair Dye Fish
		1	Hair Dye Fry Up
		1	Hair Dye Green
		1	Hair Dye Hot
		1	Hair Dye Name
		1	Hair Dye Napalm
		1	Hair Dye Online
		1	Hair Dye Pillarbox
		1	Hair Dye Places
		1	Hair Dye Rock
		1	Hair Dye Shocking
		1	Hair Dye Vampire
		1	Hair Dye Virgin
		1	Hair Dye Wild
		1	Hair Dye for Gray Hair
		1	Hair Dyes Please login
		1	Hair Dyes for Dark Hair
		1	Hair coloring
		1	Hair dye stripping
		1	Hair dyes are substances
